<trait>;Environment;YLD_HN;PHT_HN;ASI_HN;ANT_HN;SLK_HN;YLD_LN;PHT_LN;ASI_LN;ANT_LN;SIL_LN;YLD_DIFF
BGEM-0001-N/PHB47;Testcross_Ames2015A;7.41;365.91;-3.55;742.64;736.51;4.26;272.6;14.69;793.15;803.51;3.15
BGEM-0003-N/PHB47;Testcross_Ames2015A;10.4;348.45;-0.07;754.76;754.71;3.17;248.03;20.78;831.37;851.4;7.23
BGEM-0005-N/PHB47;Testcross_Ames2015A;7.06;294.15;-8.08;796.92;783.49;2.65;220.57;14.99;831.37;840.11;4.41
BGEM-0006-S/PHZ51;Testcross_Ames2015A;8.57;348.45;-3.63;754.76;748.6;3.63;255.25;17.01;787.48;802.69;4.95
BGEM-0008-S/PHZ51;Testcross_Ames2015A;6.11;323.24;-0.07;748.7;748.6;3.32;227.79;24.72;807.06;836.18;2.8
BGEM-0010-S/PHZ51;Testcross_Ames2015A;8.97;344.57;-0.07;748.7;748.6;3.57;246.58;21.57;802.63;825.87;5.4
BGEM-0011-S/PHZ51;Testcross_Ames2015A;9.32;332.94;-3.33;766.48;760.94;4.24;253.81;22.64;802.63;827.95;5.08
BGEM-0012-S/PHZ51;Testcross_Ames2015A;6.91;327.12;-3.63;754.76;748.6;3.49;245.14;18.77;798.32;816.35;3.41
BGEM-0013-S/PHZ51;Testcross_Ames2015A;7.19;338.75;-3.55;748.7;742.62;3.24;243.69;16.77;793.15;807.56;3.95
BGEM-0018-S/PHZ51;Testcross_Ames2015A;9.37;323.24;-5.1;780.13;771.66;3.39;256.7;29.32;820.69;858.02;5.98
BGEM-0019-S/PHZ51;Testcross_Ames2015A;9.58;342.63;-3.69;767.09;760.94;3.97;258.15;14.55;815.81;824.58;5.6
BGEM-0022-S/PHZ51;Testcross_Ames2015A;8.09;321.3;-6.95;772.65;760.94;3.22;235.02;22.72;822.05;846.42;4.86
BGEM-0023-S/PHZ51;Testcross_Ames2015A;7.4;338.75;3.54;754.76;760.94;2.94;239.36;30.68;811.37;851.88;4.47
BGEM-0024-S/PHZ51;Testcross_Ames2015A;8.63;342.63;-7.1;748.7;736.51;3.63;258.15;14.69;787.97;798.63;5
BGEM-0025-S/PHZ51;Testcross_Ames2015A;8.5;354.27;-3.63;754.76;748.6;3.8;262.48;18.77;802.63;820.4;4.69
BGEM-0026-S/PHZ51;Testcross_Ames2015A;8.15;323.24;-0.07;742.64;742.49;3.81;245.14;16.77;793.15;807.56;4.34
BGEM-0027-S/PHZ51;Testcross_Ames2015A;7.36;331;-3.69;767.09;760.94;3.49;245.14;28.73;820.69;856.86;3.87
BGEM-0028-S/PHZ51;Testcross_Ames2015A;6.32;315.48;6.74;754.87;766.54;4.18;252.36;12.2;806.93;811.62;2.14
BGEM-0029-S/PHZ51;Testcross_Ames2015A;9.05;323.24;-3.63;754.76;748.6;3.76;248.03;24.07;797.45;825.87;5.3
BGEM-0030-S/PHZ51;Testcross_Ames2015A;8.54;329.06;3.19;760.93;766.54;3.58;255.25;19.27;787.97;807.56;4.96
BGEM-0031-S/PHZ51;Testcross_Ames2015A;9.87;342.63;-0.07;748.7;748.6;3.43;261.04;12.2;798.32;803.51;6.45
BGEM-0032-S/PHZ51;Testcross_Ames2015A;7.33;327.12;-0.07;760.93;760.94;3.27;235.02;18.85;793.15;811.62;4.06
BGEM-0033-S/PHZ51;Testcross_Ames2015A;10.93;331;-3.63;754.76;748.6;3.78;259.59;19.85;801.89;821.81;7.16
BGEM-0034-S/PHZ51;Testcross_Ames2015A;10.03;346.51;-3.69;767.09;760.94;3.37;250.92;23.13;826.49;851.4;6.66
BGEM-0035-S/PHZ51;Testcross_Ames2015A;8.62;338.75;-0.07;748.7;748.6;3.42;242.25;21.84;830.24;852.41;5.21
BGEM-0036-S/PHZ51;Testcross_Ames2015A;7.44;334.88;3.48;742.64;748.6;3.55;250.92;17.43;782.31;798.63;3.89
BGEM-0037-S/PHZ51;Testcross_Ames2015A;6.82;315.48;3.4;730.79;736.51;3.98;249.47;28.31;764.07;802.69;2.84
BGEM-0039-N/PHB47;Testcross_Ames2015A;8.54;346.51;-3.55;748.7;742.62;3.39;262.48;21.99;797.45;821.81;5.15
BGEM-0040-N/PHB47;Testcross_Ames2015A;8.02;340.69;-0.07;760.93;760.94;3.62;252.36;29.22;802.63;840.79;4.4
BGEM-0041-S/PHZ51;Testcross_Ames2015A;7.46;334.88;-0.07;748.7;748.6;3.12;246.58;20.85;798.32;820.4;4.33
BGEM-0042-S/PHZ51;Testcross_Ames2015A;10.45;342.63;6.16;767.09;777.89;3.31;240.8;20.5;826.49;846.25;7.14
BGEM-0044-S/PHZ51;Testcross_Ames2015A;8.6;362.03;-3.63;771.55;765.55;3.83;258.15;16.7;816.25;829.19;4.77
BGEM-0045-N/PHB47;Testcross_Ames2015A;8.87;336.81;-6.55;748.7;737.46;3.1;250.92;12.62;797.45;803.51;5.77
BGEM-0046-N/PHB47;Testcross_Ames2015A;5.65;317.42;-3.69;760.93;754.71;3.18;226.35;12.2;802.63;807.56;2.47
BGEM-0047-S/PHZ51;Testcross_Ames2015A;7.18;323.24;-3.63;754.76;748.6;3.23;236.46;16.77;787.97;802.69;3.95
BGEM-0048-S/PHZ51;Testcross_Ames2015A;9.8;332.94;-3.69;767.09;760.94;3.42;256.7;14.55;807.06;816.35;6.38
BGEM-0049-S/PHZ51;Testcross_Ames2015A;10.71;331;3.4;742.78;748.6;3.1;248.03;24.07;793.15;821.81;7.61
BGEM-0050-S/PHZ51;Testcross_Ames2015A;9.2;336.81;-3.69;760.93;754.71;3.51;240.8;17.73;776.02;793.29;5.69
BGEM-0051-S/PHZ51;Testcross_Ames2015A;8.04;350.39;-3.63;760.93;754.82;3.62;249.47;16.7;806.93;820.4;4.42
BGEM-0052-S/PHZ51;Testcross_Ames2015A;5.47;309.66;2.9;791.85;797.26;2.58;223.46;26.04;849.15;878.42;2.89
BGEM-0054-S/PHZ51;Testcross_Ames2015A;7.43;340.69;-0.07;742.64;742.49;3.58;255.25;19.49;802.63;821.81;3.85
BGEM-0055-S/PHZ51;Testcross_Ames2015A;7.69;334.88;-3.63;760.93;754.82;4.68;256.7;17.43;787.48;803.51;3.01
BGEM-0059-S/PHZ51;Testcross_Ames2015A;9.45;334.88;-3.69;767.09;760.94;3.11;249.47;23.38;811.37;837.63;6.34
PHB47/BGEM-0061-N;Testcross_Ames2015A;8.82;340.69;-3.69;760.93;754.71;3.38;246.58;18.91;797.45;815.8;5.44
BGEM-0063-N/PHB47;Testcross_Ames2015A;8.37;363.97;-3.55;748.7;742.62;3.71;253.81;12.2;802.63;807.56;4.66
BGEM-0066-N/PHB47;Testcross_Ames2015A;6.95;323.24;-0.07;742.78;742.62;4.04;253.81;15.23;776.02;788.42;2.91
BGEM-0067-S/PHZ51;Testcross_Ames2015A;8.32;319.36;-0.07;748.7;748.6;3.43;243.69;19.27;787.97;807.56;4.89
BGEM-0068-S/PHZ51;Testcross_Ames2015A;8.23;340.69;-0.07;748.7;748.6;3.47;250.92;16.77;793.15;807.56;4.76
BGEM-0070-S/PHZ51;Testcross_Ames2015A;10.28;327.12;3.48;754.87;760.94;3.66;240.8;12.2;802.63;807.56;6.62
BGEM-0071-S/PHZ51;Testcross_Ames2015A;7.6;365.91;-3.69;760.93;754.71;3.63;255.25;19.49;806.93;825.87;3.98
BGEM-0072-S/PHZ51;Testcross_Ames2015A;8.5;346.51;-3.63;754.76;748.6;3.64;250.92;19.49;797.45;816.94;4.85
BGEM-0073-S/PHZ51;Testcross_Ames2015A;10.25;350.39;9.78;754.76;771.66;2.75;233.57;22.49;862.15;883.74;7.5
BGEM-0074-S/PHZ51;Testcross_Ames2015A;6.74;336.81;-7.1;754.76;742.62;3.54;237.91;15.34;822.05;832;3.21
BGEM-0078-S/PHZ51;Testcross_Ames2015A;5.19;299.97;14.86;781.94;807.83;2.59;227.79;31.96;826.49;868.63;2.61
BGEM-0079-S/PHZ51;Testcross_Ames2015A;7.36;307.72;3.4;742.78;748.6;3.54;250.92;25.85;787.97;820.4;3.82
BGEM-0080-S/PHZ51;Testcross_Ames2015A;8.84;336.81;-0.07;742.78;742.62;3.56;250.92;25.04;776.02;807.56;5.28
BGEM-0082-S/PHZ51;Testcross_Ames2015A;4.91;299.97;6.52;708.4;719.27;3.17;224.9;14.69;763.8;775.85;1.74
BGEM-0083-S/PHZ51;Testcross_Ames2015A;10.39;338.75;-0.07;754.76;754.71;3.42;249.47;19.49;811.37;830.05;6.97
BGEM-0085-N/PHB47;Testcross_Ames2015A;7.18;321.3;-10.58;748.7;730.53;3.17;249.47;12.2;811.95;816.35;4.01
BGEM-0087-N/PHB47;Testcross_Ames2015A;7.73;350.39;-6.31;771.55;760.94;4.13;272.6;17.35;807.06;821.81;3.6
BGEM-0088-N/PHB47;Testcross_Ames2015A;9.34;344.57;-6.95;772.65;760.94;3.15;249.47;17.35;811.37;825.87;6.18
BGEM-0089-N/PHB47;Testcross_Ames2015A;8.44;315.48;-0.07;754.87;754.82;3.92;248.03;20.46;770.36;793.29;4.52
BGEM-0090-N/PHB47;Testcross_Ames2015A;8.8;342.63;3.48;748.7;754.71;3.53;252.36;26.79;798.32;832;5.27
BGEM-0094-S/PHZ51;Testcross_Ames2015A;5.34;286.39;6.52;766.48;777.89;2.35;211.89;31.96;826.49;868.63;2.99
BGEM-0095-S/PHZ51;Testcross_Ames2015A;10.65;327.12;-0.07;760.42;760.43;3.49;250.92;14.27;802.63;811.62;7.16
BGEM-0097-S/PHZ51;Testcross_Ames2015A;9.67;334.88;-3.63;754.76;748.6;4.11;250.92;12.2;793.15;798.63;5.56
BGEM-0099-S/PHZ51;Testcross_Ames2015A;7.46;327.12;-3.69;760.93;754.71;3.51;253.81;12.2;811.37;815.8;3.96
BGEM-0100-S/PHZ51;Testcross_Ames2015A;7.61;332.94;-3.63;754.76;748.6;3.09;242.25;12.2;811.95;816.35;4.51
BGEM-0102-N/PHB47;Testcross_Ames2015A;7.88;329.06;-0.07;760.93;760.94;3.29;262.48;10.05;807.06;807.56;4.59
BGEM-0107-N/PHB47;Testcross_Ames2015A;5.3;292.21;-2.55;792.57;788.61;3.18;223.46;14.45;825.57;833.58;2.12
BGEM-0108-S/PHZ51;Testcross_Ames2015A;8.29;331;9.96;725.67;742.62;3.89;248.03;14.69;793.15;803.51;4.4
BGEM-0110-N/PHB47;Testcross_Ames2015A;7.95;331;2.93;725.67;730.53;3.69;268.26;15.18;769.84;782.49;4.26
BGEM-0133-S/PHZ51;Testcross_Ames2015A;5.76;344.57;10.51;736.72;754.71;3.6;253.81;16.35;798.32;811.62;2.16
BGEM-0120-N/PHB47;Testcross_Ames2015A;8.73;346.51;3.54;748.7;754.82;3.34;242.25;30.68;811.37;851.88;5.39
BGEM-0121-N/PHB47;Testcross_Ames2015A;9.69;356.21;-10.72;754.87;736.51;3.18;262.48;10.05;807.06;807.56;6.51
BGEM-0122-N/PHB47;Testcross_Ames2015A;9.4;342.63;-7.25;760.93;748.6;3.59;252.36;18.77;802.63;820.4;5.81
BGEM-0124-N/PHB47;Testcross_Ames2015A;8.55;342.63;-0.07;730.79;730.53;3.15;253.81;23.03;775.02;802.69;5.39
BGEM-0125-N/PHB47;Testcross_Ames2015A;8.95;352.33;-0.07;748.7;748.6;3.05;256.7;12.2;782.31;788.42;5.91
BGEM-0126-N/PHB47;Testcross_Ames2015A;9.34;331;-3.63;760.93;754.82;3.95;261.04;16.77;793.15;807.56;5.39
BGEM-0127-N/PHB47;Testcross_Ames2015A;7.9;338.75;-3.55;742.64;736.51;3.73;249.47;14.93;787.48;798.63;4.17
BGEM-0129-N/PHB47;Testcross_Ames2015A;4.39;296.09;-9.29;788.35;772.77;3.41;243.69;16.42;811.95;824.58;0.99
BGEM-0130-N/PHB47;Testcross_Ames2015A;8.62;327.12;-0.07;748.7;748.6;3.52;256.7;14.34;797.45;806.87;5.1
BGEM-0131-N/PHB47;Testcross_Ames2015A;5.53;346.51;-0.07;748.7;748.6;3.61;269.71;17.97;770.36;788.42;1.92
BGEM-0134-S/PHZ51;Testcross_Ames2015A;8.4;336.81;6.74;754.87;766.54;3.94;261.04;26.08;787.48;820.4;4.46
BGEM-0136-S/PHZ51;Testcross_Ames2015A;8.34;332.94;3.48;742.64;748.6;3.39;240.8;16.42;802.63;815.8;4.96
BGEM-0137-S/PHZ51;Testcross_Ames2015A;8.14;331;-0.07;748.7;748.6;3.24;242.25;14.69;797.45;807.56;4.9
BGEM-0138-S/PHZ51;Testcross_Ames2015A;7.81;338.75;-3.63;754.76;748.6;3.52;250.92;21.57;802.63;825.87;4.29
BGEM-0140-N/PHB47;Testcross_Ames2015A;6.51;340.69;-0.07;748.7;748.6;2.91;246.58;18.84;806.93;824.58;3.61
BGEM-0141-N/PHB47;Testcross_Ames2015A;9.21;325.18;2.93;725.67;730.53;3.16;245.14;17.43;787.48;803.51;6.05
BGEM-0143-N/PHB47;Testcross_Ames2015A;9.72;338.75;-3.08;736.72;731.34;3.28;236.46;12.2;811.95;816.35;6.44
BGEM-0144-N/PHB47;Testcross_Ames2015A;7.9;352.33;3.4;736.72;742.49;3.48;265.37;23.98;757.89;788.42;4.43
BGEM-0145-N/PHB47;Testcross_Ames2015A;8.44;344.57;-0.07;730.79;730.53;3.42;258.15;12.2;787.48;793.29;5.02
BGEM-0146-N/PHB47;Testcross_Ames2015A;8.22;338.75;-0.07;748.7;748.6;3.91;263.93;14.69;793.15;803.51;4.3
BGEM-0149-S/PHZ51;Testcross_Ames2015A;8.35;340.69;3.48;748.7;754.71;3.38;248.03;18.77;798.32;816.35;4.97
BGEM-0150-S/PHZ51;Testcross_Ames2015A;8.6;313.54;-0.07;742.64;742.49;3.34;239.36;19.93;782.31;803.51;5.27
BGEM-0151-N/PHB47;Testcross_Ames2015A;6.84;305.78;-0.07;760.42;760.43;3.32;232.13;12.2;802.63;807.56;3.51
BGEM-0152-N/PHB47;Testcross_Ames2015A;6.18;313.54;-6.31;771.55;760.94;2.91;216.23;23.52;806.77;833.58;3.27
BGEM-0153-S/PHZ51;Testcross_Ames2015A;9.94;358.15;-3.63;754.76;748.6;3.73;243.69;20.92;802.63;824.58;6.22
BGEM-0154-S/PHZ51;Testcross_Ames2015A;9.13;340.69;3.4;742.78;748.6;3.46;250.92;21.65;787.48;811.75;5.68
BGEM-0155-S/PHZ51;Testcross_Ames2015A;10.81;360.09;3.54;754.76;760.94;3.37;263.93;35.55;856.17;903.6;7.43
BGEM-0157-N/PHB47;Testcross_Ames2015A;8.49;336.81;-7.1;748.7;736.51;3.5;248.03;14.27;798.32;807.56;4.99
BGEM-0158-S/PHZ51;Testcross_Ames2015A;9.21;348.45;-3.63;760.93;754.82;3.45;266.82;24.65;811.37;840.11;5.77
BGEM-0159-S/PHZ51;Testcross_Ames2015A;8.18;354.27;3.54;754.76;760.94;3.35;256.7;27.14;806.93;840.79;4.83
BGEM-0160-S/PHZ51;Testcross_Ames2015A;8.94;346.51;2.9;766.48;771.66;3.04;250.92;31.96;826.49;868.63;5.9
BGEM-0161-S/PHZ51;Testcross_Ames2015A;9.59;354.27;-0.07;767.09;767.16;4.03;252.36;16.42;798.32;811.75;5.56
BGEM-0162-S/PHZ51;Testcross_Ames2015A;8.11;327.12;-3.69;760.93;754.71;3.52;253.81;12.2;802.63;807.56;4.6
BGEM-0164-S/PHZ51;Testcross_Ames2015A;8.66;323.24;-3.63;748.7;742.49;3.12;232.13;15.34;822.05;832;5.55
BGEM-0165-S/PHZ51;Testcross_Ames2015A;5.05;317.42;6.07;810.28;821.32;2.95;239.36;28.81;843.68;878.68;2.11
BGEM-0166-S/PHZ51;Testcross_Ames2015A;4.2;331;2.74;822.35;827.76;2.95;233.57;25.27;893.5;918.71;1.25
BGEM-0167-S/PHZ51;Testcross_Ames2015A;8.22;338.75;-0.14;754.87;754.71;3.36;248.03;15.21;815.81;825.87;4.86
BGEM-0169-S/PHZ51;Testcross_Ames2015A;8.85;327.12;-0.07;760.93;760.94;3.48;256.7;11.46;802.63;806.13;5.37
BGEM-0170-S/PHZ51;Testcross_Ames2015A;9.01;319.36;-0.07;760.93;760.94;3.63;245.14;18.22;817.75;833.58;5.38
BGEM-0172-S/PHZ51;Testcross_Ames2015A;9.33;367.85;8.64;777.72;792.87;3.37;258.15;29.85;825.57;863.65;5.96
BGEM-0173-S/PHZ51;Testcross_Ames2015A;8.69;346.51;-0.07;754.87;754.82;3.34;261.04;19.49;806.93;825.87;5.35
BGEM-0174-N/PHB47;Testcross_Ames2015A;8.78;332.94;-3.69;760.93;754.71;3.89;259.59;12.2;793.15;798.63;4.89
BGEM-0175-S/PHZ51;Testcross_Ames2015A;4.43;317.42;11.18;796.79;816.48;2.97;243.69;38.68;843.68;897.95;1.46
BGEM-0182-N/PHB47;Testcross_Ames2015A;8.61;350.39;-3.63;760.93;754.82;3.33;253.81;14.55;807.06;816.35;5.28
BGEM-0184-N/PHB47;Testcross_Ames2015A;7.09;325.18;-0.07;730.79;730.53;3.75;249.47;20.95;764.18;788.42;3.34
BGEM-0186-S/PHZ51;Testcross_Ames2015A;8.37;332.94;-0.07;766.48;766.54;3.37;252.36;14.27;798.32;807.56;5
BGEM-0187-S/PHZ51;Testcross_Ames2015A;7.08;352.33;-0.07;767.09;767.16;3.59;245.14;21.02;816.25;837.63;3.49
BGEM-0188-S/PHZ51;Testcross_Ames2015A;7.54;352.33;-0.07;760.93;760.94;3.43;253.81;30.43;811.37;851.4;4.11
BGEM-0190-N/PHB47;Testcross_Ames2015A;9.04;325.18;-0.07;754.87;754.82;3.8;240.8;17.05;801.89;816.35;5.24
BGEM-0191-N/PHB47;Testcross_Ames2015A;8.9;334.88;-0.01;754.76;754.82;3.96;246.58;25.85;787.97;820.4;4.94
BGEM-0192-N/PHB47;Testcross_Ames2015A;12;336.81;-0.07;754.87;754.82;3.18;245.14;21.81;781.2;806.13;8.82
BGEM-0193-N/PHB47;Testcross_Ames2015A;8.22;331;-7.03;742.64;730.53;3.46;250.92;26.57;787.97;821.81;4.76
BGEM-0196-N/PHB47;Testcross_Ames2015A;9.13;338.75;0;742.64;742.62;3.56;253.81;23.27;812.57;838.56;5.57
BGEM-0198-S/PHZ51;Testcross_Ames2015A;8.86;352.33;-3.55;742.64;736.51;3.56;255.25;14.93;791.79;802.69;5.3
BGEM-0199-S/PHZ51;Testcross_Ames2015A;9.85;342.63;-0.07;760.93;760.94;3.45;253.81;23.65;798.32;825.87;6.41
BGEM-0200-S/PHZ51;Testcross_Ames2015A;8.65;350.39;-3.69;767.09;760.94;4;271.15;17.43;787.48;803.51;4.65
BGEM-0201-N/PHB47;Testcross_Ames2015A;9.63;336.81;13.99;730.79;754.71;3.68;256.7;24.96;785.5;816.35;5.96
BGEM-0202-N/PHB47;Testcross_Ames2015A;7.22;331;-7.17;754.87;742.62;3.79;237.91;19.49;797.45;816.94;3.43
BGEM-0203-N/PHB47;Testcross_Ames2015A;8.65;331;3.54;742.78;748.84;3.36;255.25;28.57;797.45;834.65;5.29
BGEM-0204-N/PHB47;Testcross_Ames2015A;9.36;336.81;-3.55;748.7;742.62;3.68;265.37;12.2;802.63;807.56;5.69
BGEM-0205-N/PHB47;Testcross_Ames2015A;8.82;309.66;-3.63;754.76;748.6;3.53;256.7;21.99;797.45;821.81;5.3
BGEM-0206-N/PHB47;Testcross_Ames2015A;6.75;315.48;0;742.64;742.62;3.31;250.92;19.51;787.48;807.56;3.44
BGEM-0207-N/PHB47;Testcross_Ames2015A;8.04;348.45;-7.1;748.7;736.51;3.67;245.14;12.2;793.15;798.63;4.37
BGEM-0209-N/PHB47;Testcross_Ames2015A;9.5;334.88;-3.55;748.7;742.62;2.98;232.13;25.79;798.32;830.05;6.52
BGEM-0210-N/PHB47;Testcross_Ames2015A;8.7;336.81;-0.07;760.93;760.94;3.48;256.7;12.2;807.06;811.75;5.22
BGEM-0211-N/PHB47;Testcross_Ames2015A;10.11;358.15;-3.63;760.93;754.82;3.27;255.25;12.2;802.63;807.56;6.84
BGEM-0213-S/PHZ51;Testcross_Ames2015A;9.63;358.15;-0.07;760.93;760.94;3.17;239.36;17.88;837.88;851.88;6.46
BGEM-0215-N/PHB47;Testcross_Ames2015A;5.88;309.66;-3.63;760.93;754.82;2.47;242.25;23.93;807.06;834.65;3.41
BGEM-0216-N/PHB47;Testcross_Ames2015A;8.94;323.24;-3.55;748.7;742.62;3.34;245.14;12.2;798.32;803.51;5.61
BGEM-0218-S/PHZ51;Testcross_Ames2015A;8.36;317.42;3.54;748.7;754.82;3.62;250.92;16.42;793.15;806.87;4.74
BGEM-0221-S/PHZ51;Testcross_Ames2015A;9.28;325.18;-0.07;748.7;748.6;2.87;227.79;34.9;802.63;851.88;6.41
BGEM-0222-S/PHZ51;Testcross_Ames2015A;9.56;338.75;-0.07;742.64;742.49;3.72;255.25;16.77;797.45;811.62;5.84
BGEM-0223-N/PHB47;Testcross_Ames2015A;8.69;332.94;-0.07;760.93;760.94;3.45;250.92;14.55;807.06;816.35;5.24
BGEM-0224-N/PHB47;Testcross_Ames2015A;8.05;336.81;-3.69;767.09;760.94;3.54;249.47;23.13;826.49;851.4;4.51
BGEM-0225-N/PHB47;Testcross_Ames2015A;7.74;321.3;3.48;754.87;760.94;3.62;246.58;18.91;793.15;811.75;4.13
BGEM-0226-S/PHZ51;Testcross_Ames2015A;9.54;327.12;-3.63;748.7;742.49;3.81;235.02;14.55;801.89;811.47;5.73
BGEM-0227-N/PHB47;Testcross_Ames2015A;5.83;331;-11.25;802.32;783.49;2.83;207.56;28.34;854.94;888.38;3
BGEM-0228-N/PHB47;Testcross_Ames2015A;9.35;348.45;-3.55;754.87;748.84;3.7;240.8;14.27;787.48;797.35;5.64
BGEM-0233-S/PHZ51;Testcross_Ames2015A;9.66;352.33;-3.33;766.48;760.94;4.36;278.38;12.2;797.45;802.69;5.3
BGEM-0235-N/PHB47;Testcross_Ames2015A;9.42;332.94;-7.1;748.7;736.51;3.76;230.68;12.2;802.63;807.56;5.67
BGEM-0236-S/PHZ51;Testcross_Ames2015A;8.35;352.33;-3.69;760.93;754.71;3.2;242.25;20.58;826.49;846.42;5.15
BGEM-0237-N/PHB47;Testcross_Ames2015A;7.66;348.45;-0.07;772.65;772.77;3.16;250.92;13.9;822.05;829.19;4.5
BGEM-0239-N/PHB47;Testcross_Ames2015A;9.15;340.69;-3.63;754.76;748.6;4.01;261.04;14.69;787.97;798.63;5.14
BGEM-0240-N/PHB47;Testcross_Ames2015A;8.52;344.57;-3.55;742.64;736.51;3.78;248.03;14.34;802.63;811.75;4.74
BGEM-0242-N/PHB47;Testcross_Ames2015A;7.88;327.12;-0.14;754.87;754.71;3.53;245.14;27.21;793.15;827.95;4.35
BGEM-0243-S/PHZ51;Testcross_Ames2015A;7.73;329.06;-3.69;760.93;754.71;3.85;248.03;17.31;781.2;797.35;3.87
BGEM-0244-S/PHZ51;Testcross_Ames2015A;8.73;329.06;-0.07;748.7;748.6;3.37;245.14;12.2;793.15;798.63;5.36
BGEM-0246-N/PHB47;Testcross_Ames2015A;8.36;329.06;3.48;748.7;754.71;3.67;258.15;12.2;798.32;803.51;4.69
BGEM-0247-N/PHB47;Testcross_Ames2015A;8.23;331;-0.07;783.28;783.49;3.86;252.36;18.22;822.05;837.63;4.37
BGEM-0248-N/PHB47;Testcross_Ames2015A;6.71;313.54;3.19;760.93;766.54;3.58;252.36;12.2;811.37;815.8;3.12
BGEM-0250-S/PHZ51;Testcross_Ames2015A;10.87;379.48;-5.96;815.97;806.35;3.08;262.48;32.7;878.09;918.71;7.79
BGEM-0252-S/PHZ51;Testcross_Ames2015A;9.71;348.45;-0.07;760.93;760.94;3.49;253.81;28.32;816.25;851.88;6.22
BGEM-0253-N/PHB47;Testcross_Ames2015A;8.78;331;3.54;754.76;760.94;2.99;236.46;21.99;797.45;821.81;5.79
BGEM-0254-S/PHZ51;Testcross_Ames2015A;7.22;352.33;-0.07;748.7;748.6;3.72;253.81;19.49;802.63;821.81;3.5
BGEM-0255-S/PHZ51;Testcross_Ames2015A;8.7;338.75;-3.69;767.09;760.94;3.62;237.91;16.7;816.25;829.19;5.08
BGEM-0256-N/PHB47;Testcross_Ames2015A;8.48;331;3.48;742.64;748.6;3.76;240.8;23.57;811.95;838.56;4.73
BGEM-0257-S/PHZ51;Testcross_Ames2015A;9.52;332.94;-0.07;772.65;772.77;4.39;256.7;17.14;816.25;830.05;5.13
BGEM-0258-S/PHZ51;Testcross_Ames2015A;8.33;340.69;-3.05;777.72;772.77;4.39;259.59;14.55;811.37;820.4;3.94
BGEM-0259-N/PHB47;Testcross_Ames2015A;8.77;342.63;-0.07;748.7;748.6;3.5;245.14;18.49;798.32;815.8;5.27
BGEM-0260-N/PHB47;Testcross_Ames2015A;6.2;296.09;-0.07;792.57;792.87;2.97;226.35;20.58;826.49;846.42;3.23
BGEM-0261-S/PHZ51;Testcross_Ames2015A;8.5;321.3;-0.07;748.7;748.6;3.1;239.36;18.91;793.15;811.75;5.4
BGEM-0265-S/PHZ51;Testcross_Ames2015A;7.89;321.3;3.48;760.42;766.54;3.87;252.36;19.51;787.48;807.56;4.02
BGEM-0266-S/PHZ51;Testcross_Ames2015A;3.98;284.45;18.52;801.14;833.5;2.68;211.89;36.26;843.68;893.22;1.3
BGEM-0268-S/PHZ51;Testcross_Ames2015A;9.06;358.15;2.9;772.65;777.89;2.81;246.58;30.11;833;871.15;6.26
BGEM-0269-S/PHZ51;Testcross_Ames2015A;4.3;290.27;9.41;810.28;827.05;2.81;229.24;32.82;872.81;913.96;1.49
BGEM-0270-S/PHZ51;Testcross_Ames2015A;9.02;329.06;-0.07;748.7;748.6;3.98;259.59;22.54;785.5;811.62;5.04
PHB47/PHZ51;Testcross_Ames2015A;9.22;334.88;-3.63;754.76;748.6;3.99;259.59;20.95;775.02;798.63;5.23
PHZ51/PHB47;Testcross_Ames2015A;9.36;331;-3.33;760.42;754.82;3.83;253.81;17.43;787.48;803.51;5.53
BGEM-0001-N/PHB47;Testcross_Ames2015B;7.41;365.91;-3.55;742.64;736.51;5.26;285.67;18.23;740.38;758.68;2.15
BGEM-0003-N/PHB47;Testcross_Ames2015B;10.4;348.45;-0.07;754.76;754.71;4.64;270.21;18.87;780.19;797.07;5.76
BGEM-0005-N/PHB47;Testcross_Ames2015B;7.06;294.15;-8.08;796.92;783.49;3.19;242.73;14.61;780.19;788.58;3.88
BGEM-0006-S/PHZ51;Testcross_Ames2015B;8.57;348.45;-3.63;754.76;748.6;4.84;271.93;25.75;752.25;784.73;3.74
BGEM-0008-S/PHZ51;Testcross_Ames2015B;6.11;323.24;-0.07;748.7;748.6;3.4;253.04;19.48;778.88;797.07;2.71
BGEM-0010-S/PHZ51;Testcross_Ames2015B;8.97;344.57;-0.07;748.7;748.6;4.27;256.47;16.94;784.33;797.07;4.71
BGEM-0011-S/PHZ51;Testcross_Ames2015B;9.32;332.94;-3.33;766.48;760.94;4.22;247.89;24.74;805.11;831.98;5.09
BGEM-0012-S/PHZ51;Testcross_Ames2015B;6.91;327.12;-3.63;754.76;748.6;4.45;244.45;22.93;758.29;784.73;2.46
BGEM-0013-S/PHZ51;Testcross_Ames2015B;7.19;338.75;-3.55;748.7;742.62;4.36;261.63;12.67;746.32;753.15;2.83
BGEM-0018-S/PHZ51;Testcross_Ames2015B;9.37;323.24;-5.1;780.13;771.66;3.55;263.34;30.86;784.33;824.79;5.82
BGEM-0019-S/PHZ51;Testcross_Ames2015B;9.58;342.63;-3.69;767.09;760.94;5.1;270.21;15.22;778.88;788.58;4.47
BGEM-0022-S/PHZ51;Testcross_Ames2015B;8.09;321.3;-6.95;772.65;760.94;4.8;258.19;17.55;769.78;784.73;3.29
